location,scene
"Water Temple Before BK Shell Blade","OOT_TEMPLE_WATER"
"Water Temple North Basement Block Puzzle Stingray 1","OOT_TEMPLE_WATER"
"Water Temple North Basement Block Puzzle Stingray 2","OOT_TEMPLE_WATER"
"Water Temple North Basement Block Puzzle Stingray 3","OOT_TEMPLE_WATER"
"Water Temple North Basement Block Puzzle Stingray 4","OOT_TEMPLE_WATER"
"Water Temple North Basement Block Puzzle Stingray 5","OOT_TEMPLE_WATER"
"Water Temple 3 Water Spouts Tektite 1","OOT_TEMPLE_WATER"
"Water Temple 3 Water Spouts Tektite 2","OOT_TEMPLE_WATER"
"Water Temple Torches Chest Shell Blade 1","OOT_TEMPLE_WATER"
"Water Temple Torches Chest Shell Blade 2","OOT_TEMPLE_WATER"
"Water Temple Torches Chest Shell Blade 3","OOT_TEMPLE_WATER"
"Water Temple Map Chest Spike 1","OOT_TEMPLE_WATER"
"Water Temple Map Chest Spike 2","OOT_TEMPLE_WATER"
"Water Temple Map Chest Spike 3","OOT_TEMPLE_WATER"
"Water Temple Map Chest Spike 4","OOT_TEMPLE_WATER"
"Water Temple Morpha Heart","OOT_LAIR_MORPHA"
"Shadow Temple Map Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Hover Boots Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Compass Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Early Silver Rupee Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Blades Visible Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Blades Invisible Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Falling Spikes Lower Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Falling Spikes Upper Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Falling Spikes Switch Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Spikes Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Freestanding Key","OOT_TEMPLE_SHADOW"
"Shadow Temple Wind Hint Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple After Wind Enemy Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple After Wind Hidden Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Spike Walls Left Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Boss Key Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Floormaster Chest","OOT_TEMPLE_SHADOW"
"Shadow Temple GS Invisible Blades Room","OOT_TEMPLE_SHADOW"
"Shadow Temple GS Falling Spikes Room","OOT_TEMPLE_SHADOW"
"Shadow Temple GS Single Giant Pot","OOT_TEMPLE_SHADOW"
"Shadow Temple GS Near Ship","OOT_TEMPLE_SHADOW"
"Shadow Temple GS Triple Giant Pot","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Blades Recovery Heart 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Blades Recovery Heart 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Before Boat Recovery Heart 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Before Boat Recovery Heart 2","OOT_TEMPLE_SHADOW"
"Shadow Temple After Boat Upper Recovery Heart 1","OOT_TEMPLE_SHADOW"
"Shadow Temple After Boat Upper Recovery Heart 2","OOT_TEMPLE_SHADOW"
"Shadow Temple After Boat Lower Recovery Heart","OOT_TEMPLE_SHADOW"
"Shadow Temple 3 Spinning Pots Rupee 1","OOT_TEMPLE_SHADOW"
"Shadow Temple 3 Spinning Pots Rupee 2","OOT_TEMPLE_SHADOW"
"Shadow Temple 3 Spinning Pots Rupee 3","OOT_TEMPLE_SHADOW"
"Shadow Temple 3 Spinning Pots Rupee 4","OOT_TEMPLE_SHADOW"
"Shadow Temple 3 Spinning Pots Rupee 5","OOT_TEMPLE_SHADOW"
"Shadow Temple 3 Spinning Pots Rupee 6","OOT_TEMPLE_SHADOW"
"Shadow Temple 3 Spinning Pots Rupee 7","OOT_TEMPLE_SHADOW"
"Shadow Temple 3 Spinning Pots Rupee 8","OOT_TEMPLE_SHADOW"
"Shadow Temple 3 Spinning Pots Rupee 9","OOT_TEMPLE_SHADOW"
"Shadow Temple Whispering Walls Near Dead Hand Pot","OOT_TEMPLE_SHADOW"
"Shadow Temple Whispering Walls Left Pot 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Whispering Walls Left Pot 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Whispering Walls Left Pot 3","OOT_TEMPLE_SHADOW"
"Shadow Temple Whispering Walls Front Pot 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Whispering Walls Front Pot 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Whispering Walls Flying Pot","OOT_TEMPLE_SHADOW"
"Shadow Temple Map Chest Room Pot 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Map Chest Room Pot 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Falling Spikes Lower Pot 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Falling Spikes Lower Pot 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Falling Spikes Upper Pot 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Falling Spikes Upper Pot 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Spike Walls Pot","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Floormaster Pot 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Floormaster Pot 2","OOT_TEMPLE_SHADOW"
"Shadow Temple After Wind Pot 1","OOT_TEMPLE_SHADOW"
"Shadow Temple After Wind Pot 2","OOT_TEMPLE_SHADOW"
"Shadow Temple After Wind Flying Pot 1","OOT_TEMPLE_SHADOW"
"Shadow Temple After Wind Flying Pot 2","OOT_TEMPLE_SHADOW"
"Shadow Temple After Boat Pot 1","OOT_TEMPLE_SHADOW"
"Shadow Temple After Boat Pot 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Near Boss Pot 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Near Boss Pot 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Scythe Shortcut Silver Rupee Center Left","OOT_TEMPLE_SHADOW"
"Shadow Temple Scythe Shortcut Silver Rupee Center Right","OOT_TEMPLE_SHADOW"
"Shadow Temple Scythe Shortcut Silver Rupee Left Alcove","OOT_TEMPLE_SHADOW"
"Shadow Temple Scythe Shortcut Silver Rupee Back Alcove","OOT_TEMPLE_SHADOW"
"Shadow Temple Scythe Shortcut Silver Rupee Ledge","OOT_TEMPLE_SHADOW"
"Shadow Temple Huge Pit Silver Rupee Left","OOT_TEMPLE_SHADOW"
"Shadow Temple Huge Pit Silver Rupee Center Front","OOT_TEMPLE_SHADOW"
"Shadow Temple Huge Pit Silver Rupee Center","OOT_TEMPLE_SHADOW"
"Shadow Temple Huge Pit Silver Rupee Center Back","OOT_TEMPLE_SHADOW"
"Shadow Temple Huge Pit Silver Rupee Right","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Spikes Silver Rupee Right","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Spikes Silver Rupee Center","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Spikes Silver Rupee Left","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Spikes Silver Rupee Ledge","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Spikes Silver Rupee Near Ledge","OOT_TEMPLE_SHADOW"
"Shadow Temple 3 Spinning Pots Wonderitem","OOT_TEMPLE_SHADOW"
"Shadow Temple Map Chest Room Keese 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Map Chest Room Keese 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Map Chest Room ReDead","OOT_TEMPLE_SHADOW"
"Shadow Temple Dead Hand","OOT_TEMPLE_SHADOW"
"Shadow Temple First Beamos","OOT_TEMPLE_SHADOW"
"Shadow Temple Compass Room Gibdo 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Compass Room Gibdo 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Guillotine Hallway Skulltula 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Guillotine Hallway Skulltula 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Guillotine Hallway Skulltula 3","OOT_TEMPLE_SHADOW"
"Shadow Temple Guillotine Hallway Skulltula 4","OOT_TEMPLE_SHADOW"
"Shadow Temple Huge Pit Red Bubble","OOT_TEMPLE_SHADOW"
"Shadow Temple Huge Pit Wallmaster","OOT_TEMPLE_SHADOW"
"Shadow Temple Huge Pit Beamos","OOT_TEMPLE_SHADOW"
"Shadow Temple Huge Pit Stalfos","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Spikes ReDead 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Spikes ReDead 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Spike Walls Left ReDead","OOT_TEMPLE_SHADOW"
"Shadow Temple Spike Walls Right ReDead","OOT_TEMPLE_SHADOW"
"Shadow Temple Single Giant Pot Keese 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Single Giant Pot Keese 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Single Giant Pot Keese 3","OOT_TEMPLE_SHADOW"
"Shadow Temple Single Giant Pot Keese 4","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Walls Floormaster 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Walls Floormaster 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Blades Keese 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Blades Keese 2","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Blades Keese 3","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Blades Like Like","OOT_TEMPLE_SHADOW"
"Shadow Temple Invisible Floormaster","OOT_TEMPLE_SHADOW"
"Shadow Temple Wind Tunnel Skulltula","OOT_TEMPLE_SHADOW"
"Shadow Temple Wind Hint ReDead Left","OOT_TEMPLE_SHADOW"
"Shadow Temple Wind Hint ReDead Right","OOT_TEMPLE_SHADOW"
"Shadow Temple After Wind Gibdo Left","OOT_TEMPLE_SHADOW"
"Shadow Temple After Wind Gibdo Right","OOT_TEMPLE_SHADOW"
"Shadow Temple Boat Stalfos 1","OOT_TEMPLE_SHADOW"
"Shadow Temple Boat Stalfos 2","OOT_TEMPLE_SHADOW"
"Shadow Temple First Beamos Song of Storms Fairy","OOT_TEMPLE_SHADOW"
"Shadow Temple Huge Pit Song of Storms Fairy","OOT_TEMPLE_SHADOW"
"Shadow Temple Wind Hint Suns Song Fairy","OOT_TEMPLE_SHADOW"
"Shadow Temple Bongo Bongo Heart","OOT_LAIR_BONGO_BONGO"
"Spirit Temple Child Bridge Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Early Torches Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Climb North Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Climb East Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Map Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Sun Block Room Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Silver Gauntlets Chest","OOT_DESERT_COLOSSUS"
"Spirit Temple Compass Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Early Adult Right Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple First Mirror Left Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple First Mirror Right Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Statue Room Northeast Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Statue Room Hand Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Near Four Armos Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Hallway Right Invisible Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Hallway Left Invisible Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Mirror Shield Chest","OOT_DESERT_COLOSSUS"
"Spirit Temple Boss Key Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple Topmost Chest","OOT_TEMPLE_SPIRIT"
"Spirit Temple GS Metal Fence","OOT_TEMPLE_SPIRIT"
"Spirit Temple GS Sun on Floor Room","OOT_TEMPLE_SPIRIT"
"Spirit Temple GS Hall After Sun Block Room","OOT_TEMPLE_SPIRIT"
"Spirit Temple GS Lobby","OOT_TEMPLE_SPIRIT"
"Spirit Temple GS Boulder Room","OOT_TEMPLE_SPIRIT"
"Spirit Temple Shifting Wall Recovery Heart 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Shifting Wall Recovery Heart 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Lobby Pot 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Lobby Pot 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Lobby Flying Pot 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Lobby Flying Pot 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Climb Pot","OOT_TEMPLE_SPIRIT"
"Spirit Temple Hall After Sun Block Room Pot 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Hall After Sun Block Room Pot 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Beamos Hall Pot","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Anubis Pot 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Anubis Pot 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Anubis Pot 3","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Anubis Pot 4","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Bridge Flying Pot 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Bridge Flying Pot 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Central Chamber Pot 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Central Chamber Pot 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Central Chamber Pot 3","OOT_TEMPLE_SPIRIT"
"Spirit Temple Central Chamber Pot 4","OOT_TEMPLE_SPIRIT"
"Spirit Temple Central Chamber Pot 5","OOT_TEMPLE_SPIRIT"
"Spirit Temple Central Chamber Pot 6","OOT_TEMPLE_SPIRIT"
"Spirit Temple Central Chamber Flying Pot 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Central Chamber Flying Pot 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Climb Flying Pot 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Climb Flying Pot 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Big Mirror Flying Pot 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Big Mirror Flying Pot 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Big Mirror Flying Pot 3","OOT_TEMPLE_SPIRIT"
"Spirit Temple Big Mirror Flying Pot 4","OOT_TEMPLE_SPIRIT"
"Spirit Temple Big Mirror Flying Pot 5","OOT_TEMPLE_SPIRIT"
"Spirit Temple Big Mirror Flying Pot 6","OOT_TEMPLE_SPIRIT"
"Spirit Temple Before Child Climb Small Wooden Crate 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Before Child Climb Small Wooden Crate 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Boulder Silver Rupee Ledge","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Boulder Silver Rupee Front Left","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Boulder Silver Rupee Front Right","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Boulder Silver Rupee Back Right","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Boulder Silver Rupee Back Left","OOT_TEMPLE_SPIRIT"
"Spirit Temple Sun Block Room Silver Rupee Left","OOT_TEMPLE_SPIRIT"
"Spirit Temple Sun Block Room Silver Rupee Center Front","OOT_TEMPLE_SPIRIT"
"Spirit Temple Sun Block Room Silver Rupee Center Back","OOT_TEMPLE_SPIRIT"
"Spirit Temple Sun Block Room Silver Rupee Right Front","OOT_TEMPLE_SPIRIT"
"Spirit Temple Sun Block Room Silver Rupee Right Back","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Early Torches Silver Rupee Top Right","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Early Torches Silver Rupee Bottom Right","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Early Torches Silver Rupee Bottom Left","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Early Torches Silver Rupee Top Left","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Early Torches Silver Rupee Near Torch","OOT_TEMPLE_SPIRIT"
"Spirit Temple Lobby Armos Left","OOT_TEMPLE_SPIRIT"
"Spirit Temple Lobby Armos Right","OOT_TEMPLE_SPIRIT"
"Spirit Temple Early Adult Beamos","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Side Armos","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Side Keese 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Side Keese 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Side Fire Keese 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Side Fire Keese 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Early Torches Keese 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Early Torches Keese 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Early Torches Keese 3","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Early Torches Keese 4","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Early Torches Fire Keese","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Early Torches Wallmaster","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Bridge Stalfos","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Bridge Green Bubble","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Anubis","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Climb Skullwalltula Bomb Wall Left","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Climb Skullwalltula Bomb Wall Right","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Climb Skullwalltula Climb Wall Lower","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Climb Skullwalltula Climb Wall Upper","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Climb Lizalfos 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Climb Lizalfos 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Statue Room Adult Side Armos","OOT_TEMPLE_SPIRIT"
"Spirit Temple Sun Block Room Beamos 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Sun Block Room Beamos 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Sun Block Room Beamos 3","OOT_TEMPLE_SPIRIT"
"Spirit Temple Child Side Iron Knuckle","OOT_TEMPLE_SPIRIT"
"Spirit Temple Early Adult Like Like","OOT_TEMPLE_SPIRIT"
"Spirit Temple Early Adult Wolfos","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Climb Like Like","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Climb Wallmaster","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Climb Invisible Floormaster","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Hallway Beamos","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Anubis 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Anubis 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Anubis 3","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Anubis Room Beamos","OOT_TEMPLE_SPIRIT"
"Spirit Temple Four Armos Room Armos 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Four Armos Room Armos 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Four Armos Room Armos 3","OOT_TEMPLE_SPIRIT"
"Spirit Temple Four Armos Room Armos 4","OOT_TEMPLE_SPIRIT"
"Spirit Temple Adult Side Iron Knuckle","OOT_TEMPLE_SPIRIT"
"Spirit Temple Boss Key Room Torch Slug 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Boss Key Room Torch Slug 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Boss Key Room Torch Slug 3","OOT_TEMPLE_SPIRIT"
"Spirit Temple Boss Key Room Torch Slug 4","OOT_TEMPLE_SPIRIT"
"Spirit Temple Shifting Wall Lower Beamos Left","OOT_TEMPLE_SPIRIT"
"Spirit Temple Shifting Wall Lower Beamos Right","OOT_TEMPLE_SPIRIT"
"Spirit Temple Shifting Wall Upper Beamos Left","OOT_TEMPLE_SPIRIT"
"Spirit Temple Shifting Wall Upper Beamos Right","OOT_TEMPLE_SPIRIT"
"Spirit Temple Shifting Wall Skullwalltula","OOT_TEMPLE_SPIRIT"
"Spirit Temple Big Mirror White Bubble 1","OOT_TEMPLE_SPIRIT"
"Spirit Temple Big Mirror White Bubble 2","OOT_TEMPLE_SPIRIT"
"Spirit Temple Big Mirror White Bubble 3","OOT_TEMPLE_SPIRIT"
"Spirit Temple Big Mirror First Lizalfos","OOT_TEMPLE_SPIRIT"
"Spirit Temple Big Mirror Second Lizalfos","OOT_TEMPLE_SPIRIT"
"Spirit Temple Early Adult Suns Song Fairy","OOT_TEMPLE_SPIRIT"
"Spirit Temple Four Armos Suns Song Fairy","OOT_TEMPLE_SPIRIT"
"Spirit Temple Twinrova Heart","OOT_LAIR_TWINROVA"
"Ice Cavern Map Chest","OOT_ICE_CAVERN"
"Ice Cavern Compass Chest","OOT_ICE_CAVERN"
"Ice Cavern Iron Boots Chest","OOT_ICE_CAVERN"
"Ice Cavern Freestanding PoH","OOT_ICE_CAVERN"
"Ice Cavern GS Spinning Scythe Room","OOT_ICE_CAVERN"
"Ice Cavern GS Heart Piece Room","OOT_ICE_CAVERN"
"Ice Cavern GS Push Block Room","OOT_ICE_CAVERN"
"Ice Cavern Frozen Blue Rupee","OOT_ICE_CAVERN"
"Ice Cavern Map Room Recovery Heart 1","OOT_ICE_CAVERN"
"Ice Cavern Map Room Recovery Heart 2","OOT_ICE_CAVERN"
"Ice Cavern Map Room Recovery Heart 3","OOT_ICE_CAVERN"
"Ice Cavern Push Block Room Red Rupee 1","OOT_ICE_CAVERN"
"Ice Cavern Push Block Room Red Rupee 2","OOT_ICE_CAVERN"
"Ice Cavern Push Block Room Red Rupee 3","OOT_ICE_CAVERN"
"Ice Cavern Hall Pot 1","OOT_ICE_CAVERN"
"Ice Cavern Hall Pot 2","OOT_ICE_CAVERN"
"Ice Cavern Spinning Scythe Pot 1","OOT_ICE_CAVERN"
"Ice Cavern Spinning Scythe Pot 2","OOT_ICE_CAVERN"
"Ice Cavern Spinning Scythe Pot 3","OOT_ICE_CAVERN"
"Ice Cavern Spinning Scythe Flying Pot","OOT_ICE_CAVERN"
"Ice Cavern Near End Pot 1","OOT_ICE_CAVERN"
"Ice Cavern Near End Pot 2","OOT_ICE_CAVERN"
"Ice Cavern Frozen Pot","OOT_ICE_CAVERN"
"Ice Cavern Entryway Freezard 1","OOT_ICE_CAVERN"
"Ice Cavern Entryway Freezard 2","OOT_ICE_CAVERN"
"Ice Cavern Entryway Freezard 3","OOT_ICE_CAVERN"
"Ice Cavern Entryway Freezard 4","OOT_ICE_CAVERN"
"Ice Cavern Block Push Ice Keese 1","OOT_ICE_CAVERN"
"Ice Cavern Block Push Ice Keese 2","OOT_ICE_CAVERN"
"Ice Cavern Block Push Ice Keese 3","OOT_ICE_CAVERN"
"Ice Cavern Near End Freezard 1","OOT_ICE_CAVERN"
"Ice Cavern Near End Freezard 2","OOT_ICE_CAVERN"
"Ice Cavern Wolfos","OOT_ICE_CAVERN"
"Ice Cavern Sliding Spike Freezard","OOT_ICE_CAVERN"
"Ice Cavern Map Room Ice Keese 1","OOT_ICE_CAVERN"
"Ice Cavern Map Room Ice Keese 2","OOT_ICE_CAVERN"
"Ice Cavern Map Room Ice Keese 3","OOT_ICE_CAVERN"
"Ice Cavern Map Room Freezard Ground","OOT_ICE_CAVERN"
"Ice Cavern Map Room Freezard Lower Platform","OOT_ICE_CAVERN"
"Ice Cavern Map Room Freezard Upper Platform","OOT_ICE_CAVERN"
"Ice Cavern Compass Room Keese 1","OOT_ICE_CAVERN"
"Ice Cavern Compass Room Keese 2","OOT_ICE_CAVERN"
"Ice Cavern Compass Room Keese 3","OOT_ICE_CAVERN"
"Ice Cavern Spinning Scythe Silver Rupee Icicles","OOT_ICE_CAVERN"
"Ice Cavern Spinning Scythe Silver Rupee Center Left","OOT_ICE_CAVERN"
"Ice Cavern Spinning Scythe Silver Rupee Center Back","OOT_ICE_CAVERN"
"Ice Cavern Spinning Scythe Silver Rupee Center Right","OOT_ICE_CAVERN"
"Ice Cavern Spinning Scythe Silver Rupee Ledge","OOT_ICE_CAVERN"
"Ice Cavern Push Block Silver Rupee Back Left","OOT_ICE_CAVERN"
"Ice Cavern Push Block Silver Rupee Back Center","OOT_ICE_CAVERN"
"Ice Cavern Push Block Silver Rupee Front Center","OOT_ICE_CAVERN"
"Ice Cavern Push Block Silver Rupee Red Ice","OOT_ICE_CAVERN"
"Ice Cavern Push Block Silver Rupee Front Left","OOT_ICE_CAVERN"
"Ice Cavern Entryway Song of Storms Fairy","OOT_ICE_CAVERN"
"Gerudo Training Ground Lobby Left Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Lobby Right Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Stalfos Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Before Heavy Block Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Heavy Block First Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Heavy Block Second Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Heavy Block Third Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Heavy Block Fourth Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Eye Statue Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Near Scarecrow Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Hammer Room Clear Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Hammer Room Switch Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Freestanding Key","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Maze Right Central Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Maze Right Side Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Underwater Silver Rupee Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Beamos Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Hidden Ceiling Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Maze Path First Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Maze Path Second Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Maze Path Third Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Maze Path Final Chest","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Beamos Recovery Heart 1","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Beamos Recovery Heart 2","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Lava Room Silver Rupee Front Left","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Lava Room Silver Rupee Front Right","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Lava Room Silver Rupee Flame Circle","OOT_GERUDO_TRAINING_GROUND"
